category,title,description,resource,region,statusWord,message
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,us-east-2,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,us-west-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,us-west-2,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ca-central-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-central-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-west-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-west-2,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-west-3,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-north-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,eu-south-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-south-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,sa-east-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,me-south-1,OK,Region is not enabled
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,af-south-1,UNKNOWN,Unable to query for RDS DB instances: The security token included in the request is invalid.
RDS,RDS CMK Encryption,Ensures RDS instances are encrypted with KMS Customer Master Keys(CMKs).,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,us-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,us-east-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,us-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,us-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ca-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-west-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-north-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,eu-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,sa-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,me-south-1,OK,Region is not enabled
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,af-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Logging Enabled,Ensures logging is configured for RDS instances,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,us-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,us-east-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,us-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,us-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ca-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-west-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-north-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,eu-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,sa-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,me-south-1,OK,Region is not enabled
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,af-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Publicly Accessible,Ensures RDS instances are not launched into the public cloud,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,us-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,us-east-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,us-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,us-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ca-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-west-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-north-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,eu-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,sa-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,me-south-1,OK,Region is not enabled
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,af-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Restorable,Ensures RDS instances can be restored to a recent point,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,us-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,us-east-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,us-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,us-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ca-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-central-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-west-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-west-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-west-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-north-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,eu-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,sa-east-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,me-south-1,OK,Region is not enabled
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,af-south-1,UNKNOWN,Unable to query for RDS instances: The security token included in the request is invalid.
RDS,RDS Multiple AZ,Ensures that RDS instances are created to be cross-AZ for high availability.,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,us-east-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,us-east-2,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,us-west-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,us-west-2,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ca-central-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-central-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-west-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-west-2,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-west-3,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-north-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,eu-south-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-south-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,sa-east-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,me-south-1,OK,Region is not enabled
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,af-south-1,UNKNOWN,Unable to query for RDS snapshots: The security token included in the request is invalid.
RDS,RDS Snapshot Encryption,Ensures encryption is enabled for RDS snapshots to ensure encryption of data at rest.,N/A,ap-southeast-3,OK,Region is not enabled
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,us-east-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,us-east-2,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,us-west-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,us-west-2,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ca-central-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-central-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-west-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-west-2,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-west-3,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-north-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,eu-south-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-northeast-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-northeast-2,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-southeast-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-southeast-2,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-northeast-3,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-south-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,sa-east-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-east-1,OK,Region is not enabled
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,me-south-1,OK,Region is not enabled
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,af-south-1,UNKNOWN,Unable to query for RDS/DocumentDB instances: The security token included in the request is invalid.
RDS,RDS DocumentDB Minor Version Upgrade,Ensures Auto Minor Version Upgrade is enabled on RDS and DocumentDB databases,N/A,ap-southeast-3,OK,Region is not enabled
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,us-east-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,us-east-2,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,us-west-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,us-west-2,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,ca-central-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-central-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-west-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-west-2,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-west-3,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-north-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
RDS,SQL Server TLS Version,Ensures RDS SQL Servers do not allow outdated TLS certificate versions,N/A,eu-south-1,UNKNOWN,Unable to query for parameter groups: The security token included in the request is invalid.
